10859,165.753,10,0,0,0,0,100,500,1-4-2-3-5-8-11-9-4-9-8-3-7-3-0-3-6-9-1-10-3,32,5.79521,
10394,165.753,10,0,0,0,0,100,500,3-5-3-5-0-5-1-2-6-2-8-10-2-2-7-2-4-1-9-0-11,32,5.29706,
10577,165.753,10,0,0,0,0,100,500,6-2-9-0-4-10-0-0-1-0-5-9-8-0-3-2-6-7-11-2-7,32,5.41695,
12913,165.753,10,0,0,0,0,100,500,5-4-5-4-0-1-9-4-1-10-3-3-6-3-8-3-2-3-7-0-11,32,7.90975,
